background_clip,background_dino,condition,control_type,dataset_idx,experiment,face_detection_success,face_dino,face_lpips,image_category,local_region_pixels,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,scene_class_consistency,seed
,,mask_Scene_pure_random_03_mean,pure_matched_random,158,E3_interaction,1.0,0.10756056755781174,0.7243351340293884,Face,33856,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,287,E3_interaction,1.0,0.1107843890786171,0.832557201385498,Face,32761,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,415,E3_interaction,0.0,0.22445817291736603,0.7030887603759766,Face,30625,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,465,E3_interaction,1.0,0.294329971075058,0.7973026037216187,Face,24649,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,529,E3_interaction,1.0,0.2767947018146515,0.6546171307563782,Face,17161,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,678,E3_interaction,1.0,0.4343637526035309,0.5613914728164673,Face,17956,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,756,E3_interaction,0.0,0.4223676919937134,0.7974086999893188,Face,42025,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,781,E3_interaction,0.0,0.026704497635364532,0.698300302028656,Face,16641,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,789,E3_interaction,0.0,0.28836822509765625,0.674991250038147,Face,17424,Scene,,,,,,12345
,,mask_Scene_pure_random_03_mean,pure_matched_random,973,E3_interaction,0.0,0.21122655272483826,0.8341926336288452,Face,52900,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,158,E3_interaction,1.0,0.11560700088739395,0.7207233905792236,Face,33856,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,287,E3_interaction,0.0,0.14389729499816895,0.821553647518158,Face,32761,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,415,E3_interaction,0.0,0.23531681299209595,0.7060811519622803,Face,30625,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,465,E3_interaction,1.0,0.27713996171951294,0.8007983565330505,Face,24649,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,529,E3_interaction,0.0,0.26102206110954285,0.6651855707168579,Face,17161,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,678,E3_interaction,1.0,0.47169438004493713,0.5625256299972534,Face,17956,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,756,E3_interaction,0.0,0.41915857791900635,0.7944783568382263,Face,42025,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,781,E3_interaction,1.0,0.033892761915922165,0.7036041617393494,Face,16641,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,789,E3_interaction,0.0,0.27224794030189514,0.6640685796737671,Face,17424,Scene,,,,,,12345
,,mask_Scene_pure_random_04_mean,pure_matched_random,973,E3_interaction,0.0,0.1948561668395996,0.8508429527282715,Face,52900,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,158,E3_interaction,1.0,0.07614297419786453,0.7167339324951172,Face,33856,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,287,E3_interaction,0.0,0.11493467539548874,0.8295919895172119,Face,32761,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,415,E3_interaction,0.0,0.2207724153995514,0.7034399509429932,Face,30625,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,465,E3_interaction,1.0,0.2885061204433441,0.7990135550498962,Face,24649,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,529,E3_interaction,1.0,0.2967725694179535,0.6507897973060608,Face,17161,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,678,E3_interaction,1.0,0.43324559926986694,0.5607720613479614,Face,17956,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,756,E3_interaction,0.0,0.3708500564098358,0.7982290983200073,Face,42025,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,781,E3_interaction,0.0,0.030776454135775566,0.7117093205451965,Face,16641,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,789,E3_interaction,0.0,0.2745417058467865,0.6748027801513672,Face,17424,Scene,,,,,,12345
,,mask_Scene_pure_random_05_mean,pure_matched_random,973,E3_interaction,0.0,0.21071404218673706,0.8296530246734619,Face,52900,Scene,,,,,,12345
,,no_mask,none,158,E3_interaction,1.0,0.09172680228948593,0.7233550548553467,Face,33856,none,,,,,,12345
,,no_mask,none,287,E3_interaction,0.0,0.11098871380090714,0.8305163383483887,Face,32761,none,,,,,,12345
,,no_mask,none,415,E3_interaction,0.0,0.23218600451946259,0.7023121118545532,Face,30625,none,,,,,,12345
,,no_mask,none,465,E3_interaction,1.0,0.2879501283168793,0.7993501424789429,Face,24649,none,,,,,,12345
,,no_mask,none,529,E3_interaction,1.0,0.2786369323730469,0.6563475728034973,Face,17161,none,,,,,,12345
,,no_mask,none,678,E3_interaction,1.0,0.43781253695487976,0.561542272567749,Face,17956,none,,,,,,12345
